N,P,K,temperature,humidity,ph,rainfall,label
14.2,58.0,9.1,26.59,39.47,6.29,47.21,mothbeans
17.1,130.6,210.0,27.85,80.32,6.39,67.76,grapes
17.8,18.8,37.4,24.4,87.92,6.54,105.5,pomegranate
18.0,68.6,10.9,25.19,65.07,7.06,47.46,lentil
118.2,15.4,39.6,23.63,83.52,7.02,35.96,watermelon
21.0,13.6,1.1,26.9,92.76,6.8,105.49,orange
27.6,9.9,37.7,28.32,96.11,5.74,192.21,coconut
92.3,47.9,30.2,26.95,79.12,6.0,191.52,rice
17.9,51.0,17.0,30.8,75.21,6.91,54.84,mungbean
99.1,23.5,45.8,21.92,58.4,6.58,176.85,coffee
14.2,107.4,192.8,28.75,83.15,6.6,61.76,grapes
31.5,32.2,32.9,31.47,56.58,5.79,111.47,mango
58.5,64.4,56.1,30.91,91.95,6.91,109.84,papaya
24.2,25.8,47.4,31.16,52.6,5.88,97.21,mango
64.2,48.6,51.5,33.56,93.3,7.1,141.18,papaya
39.8,59.4,87.5,17.77,16.99,7.03,82.65,chickpea
42.4,51.8,63.6,36.02,90.43,6.81,145.36,papaya
114.1,52.1,23.6,28.05,78.93,6.46,73.84,cotton
21.5,47.8,11.9,25.32,51.15,7.05,74.96,mothbeans
80.6,51.6,45.7,25.08,81.21,6.59,189.68,jute
118.1,89.3,47.6,27.27,79.8,5.41,110.38,banana
35.2,6.3,24.6,26.3,94.78,6.42,155.5,coconut
41.4,52.9,55.7,31.91,90.95,7.22,136.64,papaya
21.0,43.8,22.5,27.14,54.68,5.71,35.91,mothbeans
12.8,121.2,210.0,26.83,80.55,6.32,89.74,grapes
121.0,60.6,54.1,27.67,80.74,6.13,112.83,banana
18.4,150.0,210.0,23.04,92.7,5.3,118.59,apple
20.8,38.1,21.1,22.74,45.23,4.99,143.28,pigeonpeas
112.4,29.8,13.2,26.71,56.97,6.94,107.06,maize
22.5,147.2,210.0,23.2,95.62,7.14,64.83,apple
20.5,84.9,19.1,18.85,68.38,7.02,33.4,lentil
52.6,48.8,55.5,30.7,97.96,6.25,130.43,papaya
87.0,27.7,30.7,27.32,65.41,6.3,140.4,coffee
22.9,16.9,33.6,17.23,84.23,6.72,124.13,pomegranate
30.2,59.3,19.8,15.62,22.56,5.19,93.12,kidneybeans
29.6,48.7,14.9,27.96,87.34,6.99,67.42,mungbean
88.0,43.4,20.2,23.63,78.8,6.92,103.76,cotton
76.6,58.1,39.4,22.5,91.55,6.59,181.61,rice
28.7,68.5,21.2,18.5,23.32,5.99,140.93,kidneybeans
22.5,19.0,48.9,11.58,94.34,5.51,110.47,pomegranate
123.1,52.6,17.3,24.35,76.23,7.71,89.84,cotton
41.4,49.7,25.8,28.41,68.7,7.63,74.91,blackgram
104.4,89.1,38.3,24.25,88.18,5.51,94.37,banana
68.4,61.2,36.9,23.63,81.03,6.65,217.1,jute
23.3,138.6,182.8,26.42,77.54,6.0,40.76,grapes
97.2,33.9,9.4,27.69,75.25,6.59,78.54,cotton
15.7,47.5,9.5,25.19,80.01,6.63,45.69,mungbean
110.9,20.8,51.8,26.78,100.0,5.73,22.91,muskmelon
70.7,41.3,19.4,19.27,75.25,6.35,105.89,maize
57.8,41.3,64.8,28.88,92.34,6.57,171.53,papaya
21.5,122.8,204.9,20.66,78.58,6.01,57.56,grapes
40.3,65.5,63.9,20.32,15.49,7.24,79.79,chickpea
99.6,81.1,54.2,29.51,73.14,6.21,132.96,banana
28.4,62.4,15.0,17.69,15.83,5.36,99.31,kidneybeans
12.6,13.4,21.3,27.22,92.95,5.7,222.04,coconut
111.9,22.5,51.6,23.3,79.89,6.26,34.84,watermelon
11.0,25.3,41.2,23.55,91.87,6.85,128.55,pomegranate
19.2,25.7,56.0,25.79,85.8,6.65,103.7,pomegranate
85.2,81.9,34.3,26.7,83.27,6.39,92.65,banana
39.4,62.5,17.1,32.54,77.35,7.59,32.32,blackgram
